ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P404AA_1,P404AA_2,P404AA_3,P404AA_4,P404AA_5,P404AA_6,P410AA,P410AB1,P410AB2,P410AC_CANT_1,P410AC_CANT_2,P410AD,P410AD1,P410AE,OMICAP400_02
2019.0,15,LIMA,01,LIMA,10,COMAS,12288,00009,1,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,23.0,0.0,0.0,400,1200.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,10,COMAS,12288,00080,2,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,3.0,0.0,0.0,260,35000.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,10,COMAS,12288,00082,3,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,10.0,0.0,0.0,998,104000.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,18,LURIGANCHO,12291,00047,1,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,5.0,2.0,0.0,800,120000.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,18,LURIGANCHO,12291,00068,2,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,10.0,0.0,1.0,016,135000.0,Manual?,Cisterna, 
2019.0,15,LIMA,01,LIMA,03,ATE,12300,00079,1,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Granja porcina,8.0,0.0,0.0,032,80.0,Manual?,Red pública, 
2019.0,15,LIMA,01,LIMA,03,ATE,12300,00079,1,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja de cuyes,3.0,0.0,0.0,030,630.0,Manual?,Red pública, 
2019.0,15,LIMA,01,LIMA,03,ATE,12300,00079,1,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Establo lechero,7.0,0.0,0.0,210,105.0,Manual?,Red pública, 
2019.0,15,LIMA,01,LIMA,03,ATE,12300,00079,1,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja avícola de pollo de engorde,3.0,0.0,0.0,012,360.0,Manual?,Red pública, 
2019.0,15,LIMA,01,LIMA,03,ATE,12300,00090,2,Granja avicola,Completa,Costa,,4.267716535433071,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,5.0,0.0,1.0,000,40000.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,42,VILLA EL SALVADOR,12307,00264,1,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,1.0,39.0,1.0,000,1000.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,23,PACHACAMAC,12310,00024,1,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,1.0,0.0,060,2200.0,Manual?,Río/riachuelo, 
2019.0,15,LIMA,01,LIMA,23,PACHACAMAC,12310,00024,1,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,1.0,0.0,0.0,020,1400.0,Manual?,Río/riachuelo, 
2019.0,15,LIMA,01,LIMA,23,PACHACAMAC,12311,00111,3,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,8.0,0.0,0.0,680,4000.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,23,PACHACAMAC,12312,00020,4,Empresa,Completa,Costa,,7.065420560747663,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,1.0,0.0,0.0,001,40.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,23,PACHACAMAC,12312,00020,4,Empresa,Completa,Costa,,7.065420560747663,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,1.0,0.0,0.0,001,40.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,23,PACHACAMAC,12313,00111,5,Empresa,Completa,Costa,,7.065420560747663,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,003,120.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,23,PACHACAMAC,12314,00022,6,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,3.0,0.0,0.0,160,750.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,19,LURIN,12320,00052,1,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,20.0,0.0,2.0,090,8000.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,19,LURIN,12322,00070,2,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,0.0,0.0,002,6.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,19,LURIN,12322,00122,3,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,12.0,0.0,1.0,200,270.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,19,LURIN,12328,00055,4,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,4.0,2.0,0.0,300,120.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,19,LURIN,12329,00059,5,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,18.0,12.0,1.0,350,600.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,19,LURIN,12331,00074,7,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,11.0,1.0,2.0,161,190000.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,19,LURIN,12331,00108,8,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,3.0,0.0,750,400.0,Manual?,Cisterna, 
2019.0,15,LIMA,01,LIMA,19,LURIN,12332,00004,9,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,34.0,0.0,3.0,588,1600.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,19,LURIN,12332,00126,10,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,35.0,0.0,3.0,000,1050.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,19,LURIN,12332,00130,11,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,8.0,0.0,3.0,840,2000.0,Manual?,Cisterna, 
2019.0,15,LIMA,01,LIMA,19,LURIN,12333,00189,12,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,Pase,¿Pecuaria?,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,53.0,0.0,2.0,574,1846.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,19,LURIN,12333,00192,13,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,5.0,0.0,200,80.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,26,PUNTA HERMOSA,12334,00043,1,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,11.0,4.0,3.0,650,1200000.0,Automatico?,Pozo, 
2019.0,15,LIMA,01,LIMA,26,PUNTA HERMOSA,12334,00089,2,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,7.0,0.0,0.0,600,210.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,26,PUNTA HERMOSA,12334,00089,2,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,10.0,0.0,2.0,800,200000.0,Manual?,Pozo, 
2019.0,15,LIMA,01,LIMA,26,PUNTA HERMOSA,12334,00089,2,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,3.0,0.0,0.0,070,160.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,05,CHILCA,12485,00072,1,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,38.0,2.0,6.0,933,732700.0,Automatico?,Cisterna, 
2019.0,15,LIMA,05,CAÑETE,05,CHILCA,12485,00072,1,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,320.0,0.0,74.0,503,8931000.0,Automatico?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,05,CHILCA,12485,00072,1,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padre de engorde,24.0,8.0,4.0,838,732700.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,05,CHILCA,12485,00074,2,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,6.0,0.0,0.0,990,50000.0,Manual?,Cisterna, 
2019.0,15,LIMA,05,CAÑETE,05,CHILCA,12485,00078,3,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,21.0,0.0,7.0,560,454000.0,Manual?,Cisterna, 
2019.0,15,LIMA,05,CAÑETE,05,CHILCA,12485,00093,4,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,8.0,0.0,1.0,000,5000.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,05,CHILCA,12485,00108,5,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padre de engorde,25.0,17.0,4.0,500,330000.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,13,SAN ANTONIO,12506,00036,1,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,5.0,1.0,0.0,300,12000.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,09,MALA,12513,00122,2,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,15.0,1.0,2.0,700,384438.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,09,MALA,12514,00090,3,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,20.0,0.0,1.0,950,14000.0,Automatico?,Río/riachuelo, 
2019.0,15,LIMA,05,CAÑETE,02,ASIA,12532,00238,1,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,28.0,4.0,7.0,800,830400.0,Manual?,Cisterna, 
2019.0,15,LIMA,05,CAÑETE,02,ASIA,12532,00238,1,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,75.0,0.0,5.0,400,4880.0,Manual?,Cisterna, 
2019.0,15,LIMA,05,CAÑETE,02,ASIA,12532,00239,2,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,7.0,5.0,1.0,862,210760.0,Manual?,Cisterna, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12533,00075,4,Granja avicola,Incompleta,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja avícola de pavos reproductores de engorde,30.0,11.0,6.0,972,710900.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12533,00075,4,Granja avicola,Incompleta,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,31.0,9.0,4.0,242,2323220.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12533,00075,4,Granja avicola,Incompleta,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja porcina,40.0,12.0,3.0,248,22735.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12533,00075,4,Granja avicola,Incompleta,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pavos de engorde,80.0,31.0,20.0,297,1266482.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12533,00075,4,Granja avicola,Incompleta,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,107.0,0.0,21.0,866,2623896.0,Automatico?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12533,00075,4,Granja avicola,Incompleta,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padre de engorde,172.0,48.0,46.0,900,2323220.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12533,00075,4,Granja avicola,Incompleta,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padres de postura,14.0,6.0,2.0,900,2323220.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12533,00076,5,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,15.0,0.0,3.0,600,340000.0,Manual?,Cisterna, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12534,00001,6,Granja avicola,Completa,Costa,,4.267716535433071,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,1.0,2.0,0.0,072,3000.0,Manual?,Red pública, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12534,00009,7,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,50.0,0.0,7.0,500,5000.0,Automatico?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12534,00087,10,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,7.0,0.0,1.0,800,120000.0,Manual?,Cisterna, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12534,00090,11,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,16.0,0.0,0.0,400,160.0,Manual?,Cisterna, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12535,00001,12,Granja avicola,Completa,Costa,,4.267716535433071,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padres de postura,6.0,3.0,1.0,176,40000.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12535,00006,13,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,83.0,0.0,12.0,500,1800000.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12537,00032,15,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,2.0,1.0,0.0,500,115.0,Manual?,Cisterna, 
2019.0,15,LIMA,05,CAÑETE,12,QUILMANA,12537,00032,15,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,1.0,0.0,010,60.0,Manual?,Cisterna, 
2019.0,15,LIMA,05,CAÑETE,04,CERRO AZUL,12540,00036,1,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,80.0,0.0,21.0,600,12208714.0,Manual?,Cisterna, 
2019.0,15,LIMA,05,CAÑETE,04,CERRO AZUL,12540,00037,2,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,42.0,0.0,10.0,800,1200000.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,04,CERRO AZUL,12543,00043,3,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,21.0,0.0,1.0,600,580.0,Automatico?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,14,SAN LUIS,12547,00064,4,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,5.0,1.0,0.0,300,100.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,14,SAN LUIS,12547,00072,5,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Granja porcina,5.0,0.0,0.0,010,70.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,14,SAN LUIS,12547,00072,5,Granja y Establo,Completa,Costa,,3.675925925925926,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Establo lechero,4.0,2.0,0.0,500,100.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,07,IMPERIAL,12550,00073,1,Granja avicola,Completa,Costa,,4.267716535433071,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,2.0,0.0,0.0,300,13000.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,07,IMPERIAL,12552,00017,2,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Establo Lechero?,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,5.0,0.0,0.0,400,250.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,07,IMPERIAL,12552,00017,2,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Establo Lechero?,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Establo lechero,23.0,2.0,6.0,000,1700.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12559,00039,2,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,120.0,0.0,5.0,000,30000.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12559,00091,4,Granja avicola,Completa,Costa,,1.0,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padres de postura,12.0,2.0,2.0,349,189000.0,Manual?,Pozo, 
2019.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12560,00036,5,Granja y Establo,Completa,Costa,,1.0300751879699248,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,030,2500.0,Manual?,Río/riachuelo, 
